39.0194,125.7547,3300000
6.275,-75.575,3297000
34.5167,69.1833,3277000
37.9833,23.7333,3242000
35.155,136.915,3230000
-33.92,18.435,3215000
32.8312,-117.1225,3210314
43.865,125.34,3183000
33.6,-7.6164,3181000
38.9228,121.6298,3167000
26.46,80.32,3162000
12,8.52,3140000
32.08,34.77,3112000
9.0333,38.7,3100000
-25.42,-49.32,3084000
36.8,118.05,3061000
21.5169,39.2192,3012000
-1.2833,36.8167,3010000
30.25,120.17,3007000
-26.1496,28.3299,2986000
10.501,-66.917,2985000
45.47,9.205,2945000
48.78,9.2,2944700
25.07,102.68,2931000
-6.8,39.2683,2930000
44.9635,-93.2678,2926757
26.9211,75.81,2917000
37.875,112.5451,2913000
50.1,8.675,2895000
36.09,120.33,2866000
-7.2492,112.7508,2845000
38.7227,-9.1449,2812000
27.9942,-82.4451,2804240
36.675,116.995,2798000
33.595,130.41,2792000
-22.9,-47.1,2791000
39.7621,-104.8759,2787266
22.6333,120.2666,2769072
14.6504,121.03,2761720
50.2604,19.02,2746000
36.23,37.17,2738000
-29.865,30.98,2729000
50.4334,30.5166,2709000
26.855,80.915,2695000
30.01,31.19,2681863
34.755,113.6651,2636000
24.1521,120.6817,2629323
40.6501,-73.9496,2629150
7.38,3.93,2628000
31.41,73.11,2617000
26.08,119.3,2606000
28.2,112.97,2604000
14.7158,-17.4731,2604000
38.4361,27.1518,2587000
27.8504,112.9,2586948
36.056,103.792,2561000
37.4761,126.6422,2550000
43.075,141.34,2544000
24.45,118.08,2519000
-2.22,-79.92,2514000
5.4136,100.3294,2500000
36.27,59.57,2469000
33.5,36.3,2466000
35.8668,128.607,2460000
21.17,79.09,2454000
40.7503,120.83,2426000
38.05,114.48,2417000
36.8028,10.1797,2412500
48.2,16.3666,2400000
43.85,126.55,2396000
15.6167,32.48,2395159
-6.95,107.57,2394000
-6.2173,106.9723,2378211
49.5004,8.47,2362000
28.68,115.88,2350000
28.02,120.6501,2350000
40.7498,-73.7976,2333054
49.2734,-123.1216,2313328
52.475,-1.92,2285000
3.4,-76.5,2254000
40.84,14.245,2250000
38.2871,141.0217,2250000
53.5004,-2.248,2230000
19.05,-98.2,2195000
32.8925,13.18,2189000
41.3117,69.2949,2184000
23.132,-82.3642,2174000
30.7804,106.13,2174000
39.3051,-76.6144,2170504
22.82,108.32,2167000
-1.45,-48.48,2167000
25.625,85.13,2158000
18.4701,-69.9001,2154000
43.805,87.575,2151000
34.88,117.57,2145000
40.3953,49.8622,2122300
5.55,-0.2167,2121000
37.5304,121.4,2116000
3.58,98.65,2115000
-17.7539,-63.226,2102998
34.28,117.18,2091000
33.9381,-117.3948,2084749
35.08,118.33,2082000
38.6358,-90.2451,2078283
36.2333,-115.2654,2073045
10.73,-71.66,2072000
29.3697,47.9783,2063000
26.4282,50.0997,2054710
45.5371,-122.65,2052796
20.05,110.32,2046189
34.3878,132.4429,2045000
40.6522,109.822,2036000
31.85,117.28,2035000
22.7151,75.865,2026000
-16.72,-49.3,2022000
15.3547,44.2066,2008000
29.4658,-98.5254,2002530
18.541,-72.336,1998000
20.83,106.6801,1969000
33.6361,116.9789,1964000
33.0004,112.53,1944000
44.4334,26.0999,1942000
29.88,121.55,1923000
4.0604,9.71,1906000
39.6243,118.1944,1879000
23,120.2,1876312
40.08,113.3,1873000
-25.2964,-57.6415,1870000
34.75,72.35,1860310
-27.455,153.0351,1860000
33.6,73.04,1858000
38.5667,-121.4683,1854698
33.872,35.5097,1846000
37.3021,-121.8489,1821899
53.9,27.5666,1805000
35.03,135.75,1805000
10.96,-74.8,1798000
28.4772,-81.3369,1776841
34.1299,118.7734,1770000
10.23,-67.98,1770000
53.55,10,1757000
22.31,73.18,1756000
-3.1,-60,1753000
34.4504,115.65,1753000
31.58,120.3,1749000
-2.98,104.75,1749000
50.8333,4.3333,1743000
51.45,7.0166,1742135
41.4767,-81.6805,1730363
23.25,77.41,1727000
40.82,111.66,1726000
40.4396,-79.9763,1715297
34.68,112.4701,1715000
-23.9537,-46.3329,1709000
30.6501,113.16,1708000
52.25,21,1707000
34.0253,-6.8361,1705000
-20.324,-40.366,1704000
-0.215,-78.5001,1701000
-18.9166,47.5166,1697000
11,76.95,1696000
46.58,125,1693000
31.7503,116.48,1690000
30.82,108.4,1680000
47.5,19.0833,1679000
45.0704,7.67,1652000
31.3005,120.62,1650000
30.9278,75.8723,1649000
39.1412,-84.506,1648254
6.69,-1.63,1646000
40.7834,-73.9662,1643734
47.345,123.99,1641000
41.115,122.94,1639000
30.3006,-97.7517,1638716
24.965,121.2168,1632616
36.58,114.48,1631000
36.2,117.1201,1629000
32.7,51.7,1628000
39.1239,-94.5541,1615621
3.8667,11.5167,1611000
23.37,116.67,1601000
27.1704,78.015,1592000
21.2,110.38,1590000
-16.498,-68.15,1590000
19.2502,73.1602,1576614
9.0833,7.5333,1576000
-17.8178,31.0447,1572000
39.7771,-86.1458,1564699
30.3704,113.44,1556000
22.84,89.56,1553000
36.7204,119.1001,1553000
32.5,-117.08,1553000
19.5,-70.67,1550753
32.1304,114.07,1541000
28.88,105.38,1537000
-31.955,115.84,1532000
19.3304,-99.67,1531000
17.73,83.305,1529000
53.83,-1.58,1529000
34.68,135.17,1528478
39.986,-82.9851,1528314
30.2,71.455,1522000
10.015,76.2239,1519000
-34.858,-56.1711,1513000
32.1604,74.185,1513000
-22.9,-43.1,1500513
25.92,114.95,1500000
43.78,11.25,1500000
24.28,109.25,1497000
12.65,-8,1494000
9.5315,-13.6802,1494000
40.2,29.07,1492000
21.15,-101.7,1488000
36.7335,-76.0435,1480383
20.0004,73.78,1473000
41.8654,123.87,1470000
29.03,111.68,1469000
36.3355,127.425,1468000
35.2079,-80.8304,1467362
11.55,104.9166,1466000
29.5804,105.05,1466000
24.9,118.58,1463000
50,36.25,1461000
25.38,68.375,1459000
40.8501,-73.8662,1455720
6.1319,1.2228,1452000
-31.4,-64.1823,1452000
32.63,116.98,1451000
25.2866,51.533,1450000
3.1667,101.7,1448000
-25.9553,32.5892,1446000
10.52,7.44,1442000
35.171,126.9104,1440000
35.53,139.705,1437266
13.71,-89.203,1433000
30.5333,105.5333,1425000
45.77,4.83,1423000
35.8004,50.97,1423000
0.3167,32.5833,1420000
38.0863,46.3012,1413000
52.08,4.27,1406000
7.11,125.63,1402000
43.29,5.375,1400000
29.0004,77.7,1398000
31.47,104.77,1396000
-6.9666,110.42,1396000
28.4333,77.3167,1394000
55.03,82.96,1389000
21.43,39.82,1385000
25.23,55.28,1379000
43.0642,-87.9673,1377808
-36.8481,174.763,1377200
31.7304,118.48,1366302
-4.2592,15.2847,1355000
28.6004,112.33,1352000
25.33,83,1352000
-11.68,27.48,1352000
31.6904,-106.49,1343000
28.6604,77.4084,1341000
-25.7069,28.2294,1338000
35.23,115.45,1338000
41.15,-8.62,1337000
23.6833,86.9833,1328000
-15.4166,28.2833,1328000
31.78,119.97,1327000
36.345,43.145,1316000
56.85,60.6,1313000
34.005,71.535,1303000
21.97,96.085,1300000
22.7875,86.1975,1300000
-6.15,23.6,1295000
9.92,78.12,1294000
36.995,35.32,1293000
53.3667,-1.5,1292900
23.1751,79.9551,1285000
9.935,-84.0841,1284000
8.968,-79.533,1281000
56.333,44.0001,1278000
42.27,118.95,1277000
51.43,6.75,1276757
48.1299,11.575,1275000
33.58,119.03,1264000
59.3508,18.0973,1264000
-5.14,119.432,1262000
22.31,70.8,1260000
23.8004,86.42,1246000
44.575,129.59,1244000
46.21,6.14,1240000
29.63,52.57,1240000
30.8704,120.1,1231000
34.6,105.92,1225000
26.5944,104.8333,1221000
51.2204,6.78,1220000
21.9204,110.87,1217715
37.405,-5.98,1212045
31.64,74.87,1212000
-20.3676,-40.318,1209091
3.2167,-51.2167,1209091
43.325,76.915,1209000
41.823,-71.4187,1206642
18.01,79.58,1203853
-32.9511,-60.6663,1203000
25.455,81.84,1201000
6.3405,5.62,1190000
35.4004,116.55,1186000
-9.62,-35.73,1186000
42.6833,23.3167,1185000
34.1495,73.1995,1183647
32.1167,20.0667,1180000
-7.7188,109.0154,1174964
50.0833,14.466,1162000
55.8744,-4.2507,1160000
29.5671,103.7333,1157000
30.3322,-81.6749,1156291
12.3703,-1.5247,1149000
45.4167,-75.7,1145000
-34.935,138.6,1145000
28.4704,117.97,1144577
25.5701,-103.42,1144000
34.1,74.815,1140000
16.52,80.63,1137000
53.195,50.1513,1137000
54.99,73.4,1135000
-32.8453,151.815,1134616
22.63,110.15,1127000
38.7669,125.4524,1127000
34.3456,108.7147,1126000
8.4508,124.6853,1121561
10.05,105.77,1121000
10.05,-69.3,1116000
60.1756,24.9341,1115000
55.7499,49.1263,1115000
19.8957,75.3203,1113000
51.083,-114.08,1110000
19.41,-99.03,1109363
47.38,8.55,1108000
38.8704,115.48,1107000
29.4,104.78,1105000
25.3714,55.4065,1103027
40.1812,44.5136,1102000
2.0667,45.3667,1100000
41.725,44.7908,1100000
32.68,109.02,1100000
-12.75,15.76,1100000
7.5304,5.76,1099931
44.8186,20.468,1099000
40.7774,-111.93,1098400
21.2167,81.4333,1097000
29.12,119.65,1092852
55.155,61.4387,1091000
-5.78,-35.24,1088000
38.56,68.7739,1086244
55.6786,12.5635,1085000
35.2191,128.5836,1081499
27.83,113.15,1080000
37.2578,127.0109,1078000
36.1715,-86.7843,1076645
-26.6496,27.96,1074000
32.02,112.13,1069000
35.1046,-89.9773,1068873
35.5467,129.317,1061000
31.95,35.9333,1060000
35.99,119.3801,1060000
37.5295,-77.4756,1059907
53.3331,-6.2489,1059000
53.55,-113.5,1058000
17.6704,75.9,1057000
47.2346,39.7127,1052000
48.48,35,1050000
36.62,101.77,1048000
40.83,114.93,1046000
50.65,3.08,1044000
23.37,85.33,1044000
37.075,37.385,1044000
6.3106,-10.8048,1041000
-2.516,-44.266,1038000
52.35,4.9166,1031000
31.7784,35.2066,1029300
30.0687,-89.9288,1029123
14.6211,-90.527,1024000
22.2769,113.5678,1023000
-27.58,-48.52,1023000
-33.97,25.6,1021000
46.83,130.35,1020000
4.81,7.01,1020000
35.8324,-78.6438,1018336
54.79,56.04,1018000
26.88,112.59,1016000
41.3304,123.75,1012000
38.1663,-85.6485,1011696
32.8204,34.98,1011000
24.5,39.58,1010000
7.1301,-73.1259,1009000
10.2469,-67.5958,1007000
51.92,4.48,1005000
34.73,36.72,1005000
50.93,6.95,1004000
39.9304,119.62,1003000
34.0546,-5.0004,1002000
12.1131,15.0491,989000
14.102,-87.2175,946000
17.9771,-76.7674,937700
19.7666,96.1186,930000
11.595,43.148,923000
12.153,-86.2685,920000
13.5167,2.1167,915000
41.3275,19.8189,895350
27.7167,85.3166,895000
47.9167,106.9166,885000
-1.9536,30.0605,860000
42.8731,74.5852,837000
59.9167,10.75,835000
4.3666,18.5583,831925
8.47,-13.2342,827000
33.7,73.1666,780000
6.4,2.52,762000
17.9667,102.6,754000
56.95,24.1,742572
18.0864,-15.9753,742144
23.6133,58.5933,734697
37.95,58.3833,727700
45.8,16,722526
43.85,18.383,696731
47.005,28.8577,688134
-13.9833,33.7833,646750
15.3333,38.9333,620802
24.4667,54.3666,603492
-20.1666,57.5,595491
0.3854,9.458,578156
26.2361,50.5831,563920
54.6834,25.3166,542366
42,21.4335,494087
-29.12,26.2299,463064
48.15,17.117,423737
11.865,-15.5984,403339
59.4339,24.728,394024
-41.3,174.7833,393400
35.8997,14.5147,368250
-29.3167,27.4833,361324
51.1811,71.4278,345604
-3.3761,29.36,331700
-35.283,149.129,327700
28.6,77.2,317797
46.0553,14.515,314807
6.4833,2.6166,300000
4.8833,114.9333,296500
10.652,-61.517,294934
-9.4647,147.1925,283733
46.9167,7.467,275329
-22.57,17.0835,268132
6.802,-58.167,264350
5.835,-55.167,254169
-8.5594,125.5795,234331
25.0834,-77.35,227940
-19.041,-65.2595,224838
35.1667,33.3666,224300
-6.1833,35.75,218269
6.932,79.8578,217000
-24.6463,25.9119,208411
6.8184,-5.2755,206499
13.102,-59.6165,191152
-18.133,178.4417,175399
64.15,-21.95,166212
3.75,8.7833,155963
12.2004,-69.02,146813
42.466,19.2663,145850
-11.7042,43.2402,128698
6.9,79.95,115826
14.9167,-23.5167,113364
4.1667,73.4999,112927
4.83,31.58,111975
49.6117,6.13,107260
27.473,89.639,98676
-26.3167,31.1333,90138
0.3334,6.7333,88219
-9.438,159.9498,76328
12.5304,-70.029,68775
-13.8415,-171.7386,61916
42.5,1.5165,53998
13.1483,-61.2121,49485
-17.7334,168.3166,44040
13.4539,-16.5917,43094
-21.1385,-175.2206,42620
14.002,-61,37963
43.7396,7.4069,36371
47.1337,9.5167,36281
17.118,-61.85,35499
12.0526,-61.7416,33734
-4.6166,55.45,33576
43.9172,12.4667,29579
1.3382,173.0176,28802
7.103,171.38,25400
15.301,-61.387,23336
17.302,-62.717,21887
17.252,-88.7671,15220
-14.274,-170.7046,12576
-26.4667,31.2,9782
-8.5167,179.2166,4749
6.9166,158.15,4645
15.2137,145.7546,2500
13.4745,144.7504,1051
12.7797,45.0095,1000000
-17.41,-66.17,1000000
26.2304,111.62,1000000
25.12,99.15,1000000
16.06,108.25,1000000
33.8704,130.82,997536
58,56.25,997000
31.28,48.72,996000
26.2918,73.0168,995000
22.17,-101,992000
46.49,30.71,991000
38.468,106.273,991000
30.7704,120.75,988000
-26.32,-48.8399,988000
48,37.83,988000
25.28,110.28,987000
36.8667,43,986000
48.71,44.5,984000
26.16,91.77,983000
27.8333,114.4,982000
37.87,113.57,981448
-6.9838,-60.2699,980588
30.72,76.78,979000
26.23,78.1801,978000
34.7181,137.7327,977023
34.65,50.95,973000
45.3,130.97,965000
20.9666,-89.6166,965000
34.38,118.35,962656
20.63,-100.38,961000
27.62,113.85,961000
-7.1011,-34.8761,956000
3.0204,101.55,956000
41.1204,121.1,956000
35.4676,-97.5137,955998
40.6804,14.7699,954265
8.5,76.95,954000
11.2504,75.77,953000
10.81,78.69,951000
8.13,4.24,951000
6.1108,125.1747,950530
16.47,107.58,950000
10.6317,122.9817,949354
32.0304,120.825,947000
23.0301,113.12,943000
37.4386,127.1378,942000
41.1918,-73.1953,938406
43.715,7.265,927000
42.9017,-78.8487,926261
36.179,44.0086,926000
56.014,92.866,925000
-8,-34.85,921840
51.2204,4.415,920000
37.875,32.475,919000
-6.57,106.75,918000
41.7661,-72.6834,914751
33.9504,116.75,913000
27.8,114.93,913000
-5.095,-42.78,907000
26.2072,127.673,905238
37.6527,126.8372,903000
35.3204,113.87,903000
28.77,104.57,902000
5.1004,7.35,897560
11.85,13.16,896000
32.07,36.1,894691
36.9204,34.88,894318
32.95,117.33,894000
-32.8833,-68.8166,893000
15.36,75.125,890000
-36.83,-73.05,889725
11.08,7.71,889000
36.08,114.35,887000
10.3997,-75.5144,887000
12.31,76.66,887000
32.65,-115.48,885000
43.62,122.27,884000
-4.04,39.6899,882000
55.0004,-1.6,882000
-29.7096,-51.14,876990
-12.07,-77.135,876877
43.25,-2.93,875552
1.48,103.73,875000
21.235,81.635,875000
30.7,111.28,875000
32.7812,-97.3472,874168
11.67,78.1801,873000
21.8504,111.97,872363
31.63,-8,872000
34.85,114.35,872000
40.1436,124.3936,870000
30.5135,47.8136,870000
21.8795,-102.2904,869000
32.1545,-110.8782,868391
34.672,133.9171,866092
37.4989,126.7831,866000
30.9525,118.7553,866000
-5.43,105.27,865000
35.4304,119.45,865000
38.125,13.35,863000
51.5,-3.225,861400
22.3,-97.87,859419
35.25,113.22,857000
-0.96,100.36,855000
31.3349,75.569,855000
32.22,119.43,854000
-33.0478,-71.621,854000
33.7304,113.3,849000
27.7,106.92,849000
26.2504,105.93,849000
43.62,1.4499,847000
31.8479,-106.4309,845674
-22.74,-43.47,844583
20.2704,85.8274,844000
51.73,39.27,844000
51.58,46.03,843000
37.6804,112.73,840000
33.3856,120.1253,839000
18.9211,-99.24,834001
36.0803,111.52,834000
21.3294,-157.846,833671
5.52,5.76,830106
47.5804,7.59,830000
-26.816,-65.2166,830000
34.38,47.06,828313
40.6961,22.885,828000
41.2628,-96.0498,827786
25.18,75.835,827000
41.555,-8.4213,826833
25.453,78.5575,826494
29.3801,113.1,826000
52.9703,-1.17,825600
30.44,-9.62,825467
5.4171,100.4,821652
28.3454,79.42,817000
9.93,8.89,816824
25.0904,104.89,816000
10.32,123.9001,815000
-16.42,-71.53,815000
53.416,-2.918,811000
31.3504,118.37,810000
39.5204,116.68,810000
24.375,88.605,810000
27.3204,103.72,809000
24.83,-107.38,809000
39.485,-0.4,808000
41.24,119.4011,806000
-15.5696,-56.085,806000
13.78,109.18,805290
-7.98,112.61,805000
27.8922,78.0618,805000
49.835,24.03,803880
44.85,-0.595,803000
26.2273,-98.2471,800904
34.38,107.15,800000
0.565,101.425,799000
35.71,-0.62,798000
40.6703,122.28,795000
19.35,73.13,795000
41.28,123.18,794000
28.645,-106.085,793000
32.7118,74.8467,791000
2.2064,102.2465,788706
47.8573,35.1768,788000
28.8418,78.7568,787000
36.89,30.7,783000
14.7979,42.953,780000
-20.45,-54.6166,778000
30.0004,120.57,777000
47.6999,128.9,777000
12.9,74.85,776632
51.25,7.17,776525
36.6439,127.5012,775096
6.92,122.08,773000
39.9101,127.5454,773000
30.0533,119.9519,771000
8.49,4.55,771000
49.2504,6.97,770001
42.0105,121.66,770000
32.57,110.78,770000
30.22,67.025,768000
-8.12,-79.02,765171
-5.89,22.4,765000
40.98,39.72,764714
35.5004,112.83,760000
35.1053,-106.6464,758523
51.775,19.4514,758000
50.06,19.96,756000
25.42,-101.005,754000
-23.2,-45.8799,753769
39.8231,127.6232,751322
13.6045,44.0394,751000
-29.61,30.39,750845
35.7473,-5.8327,750060
24.8168,120.9767,750000
24.0734,120.5134,750000
16.7,74.22,750000
40.39,71.78,750000
41,71.67,750000
50.63,5.58,749110
8.37,-62.62,746535
33.5277,-86.7987,744189
47.4,130.37,743307
13.6192,123.1814,741635
54.36,18.64,740000
37.3481,126.8595,739493
49.45,11.08,737304
7.8504,3.93,736072
20.95,77.77,734451
-8.65,115.22,732344
13.06,5.24,732178
21.4804,109.1,728978
53.08,8.8,724909
35.5613,45.4309,723170
52.367,9.7167,722490
7.92,-72.52,722146
43.25,-79.83,721053
-3.3396,37.34,721018
24.8,113.58,720266
32.8009,130.7006,718232
39.7797,-84.1998,718169
34.6004,119.17,715600
16.85,-99.916,715584
31.61,65.6949,715542
30.3204,78.05,714223
43.168,-77.6162,711998
35.8314,127.1404,711424
39.67,66.945,708000
23.7004,113.0301,706717
27.3386,-82.543,706245
36.1839,113.1053,706000
53.4804,49.53,702879
-8.11,-35.02,702621
34.9858,138.3854,701561
-20.17,28.58,699385
10.92,-74.77,698852
36.7831,-119.7941,698021
33.9004,-5.56,697628
-34.9096,-57.96,694253
20.5604,74.525,690844
6.45,7.5,688862
30.22,115.1,688090
-10.9,-37.12,685356
40.5961,-75.4755,682899
50.7205,7.08,680543
15.5,-88.03,680091
14.44,79.9899,678004
37.5,15.08,674542
26.7504,83.38,674246
4.6,101.065,673318
41.7846,129.79,672614
36.1284,-95.9043,672054
36.55,139.87,667752
35.7004,114.98,666322
32.0003,44.3354,665552
-25.57,-49.18,665063
-23.6528,-46.5278,662373
50.35,18.91,662247
-4.77,11.88,659084
21.2622,40.3823,657282
30.5903,32.26,656135
37.9722,-122.0016,654770
13.9304,75.56,654055
10.97,106.8301,652646
25.6005,103.8166,652604
47.9283,33.345,652380
32.55,35.85,650000
11.0804,77.33,650000
40.79,72.34,650000
45.02,39,649851
41.65,-0.89,649404
44.41,8.93,647497
37.9204,40.23,644763
19.7334,-101.1895,644306
54.33,48.41,640680
52.1003,5.12,640000
-5.03,18.85,637736
25.3487,49.5856,637389
-7.78,110.375,636660
51.1104,17.03,634893
49.883,-97.166,632063
56.85,53.23,631038
26.6445,-81.9955,630134
42.1155,-72.5395,628076
39.5401,115.79,628000
22.2304,84.83,625831
46.84,-71.2456,624177
52.4058,16.8999,623997
38.8674,-104.7606,623946
31.26,32.29,623864
19.17,77.3,623708
32.989,70.5986,622419
51.55,0.72,618386
51.05,13.75,617515
50.0804,8.25,617126
32.8151,-79.963,616085
40.2248,116.1944,614821
-0.907,119.833,612445
32.4904,119.9,612356
37.05,114.5,611739
41.28,36.3437,609339
25.7,32.65,609248
15.865,74.505,608756
-0.03,109.32,607311
57.62,39.87,606730
36.36,6.5999,605179
-3.33,114.5801,603576
42.9615,-85.6557,602694
35.4722,44.3923,601433
16.8604,74.575,601214
10.1304,-64.72,600954
33.6095,-117.655,600474
26.5504,31.7,600000
31.0504,31.38,600000
-29.92,-51.18,600000
53.355,83.745,599579
29.5,60.83,598887
34.4415,70.4361,597971
42.6664,-73.7987,597270
-6.7629,-79.8366,596792
29.0989,-110.9541,595811
19.97,79.3,595118
32.4721,44.4217,594605
23.4895,46.7564,594605
37.3,49.63,594590
36.65,138.17,594311
18.7,105.68,593645
7.1604,3.35,593100
38.735,35.49,592840
-0.5,117.15,592228
26.45,74.64,589985
51.53,7.45,588462
43.13,131.91,587022
52.32,104.245,586695
35.9692,-83.9496,585249
-15.79,34.9899,584877
30.4419,-91.131,583613
30.5,117.05,580497
20.47,85.8899,580000
35.6577,139.3261,579399
48.455,135.12,579000
19.1773,-96.16,578963
0.52,25.22,578470
30.3,57.08,577514
37.53,45,577307
28.0304,73.3299,576015
14.83,-91.52,575263
35.353,-119.0359,574362
41.228,-111.9677,573632
44.3,86.0299,573182
1.53,110.33,570407
39.3004,112.42,570000
37.92,139.04,569797
4.8104,-75.68,568750
22.203,113.545,568700
41.3112,-72.9246,568144
7.69,-5.03,567481
34.0376,-80.9037,566166
41.0798,-81.5219,565920
3.6204,98.5001,564979
-18.9,-48.28,563536
-23.49,-47.47,563281
30.9504,117.78,562832
37.5,122.1,560255
-38,-57.58,555897
20.025,-75.8213,555865
43.17,124.33,555609
31.586,130.5611,555352
-7.565,110.825,555308
42.98,47.5,554981
21.7784,72.13,554978
5.008,7.85,554906
51.45,-2.5833,553528
29.39,71.675,552607
34.2704,-6.58,551786
-21.17,-47.83,551267
36.56,136.64,551249
51.78,55.11,550204
36.7204,-4.42,550058
28.3838,36.555,547957
10.17,-64.68,546616
29.73,115.98,545616
29.17,75.725,544829
39.4763,75.9699,543914
-25.9696,32.46,543907
22.0904,82.16,543454
32.0854,72.675,542603
51.3354,12.41,542529
8.7304,77.69,542200
21.17,-86.83,542043
32.4,119.43,539715
53.75,87.115,539616
35.54,35.78,539147
25.88,-97.5,538785
57.75,12,537797
35.0064,135.8674,536976
56.495,84.975,535479
35.6,103.2,534555
33.8455,132.7658,533541
49.4304,1.08,532559
22.5804,113.08,532419
17.0827,-96.6699,530728
-19.82,34.87,530604
16.33,80.45,530577
34.42,35.87,530000
34.796,48.515,528256
38.3204,116.87,527681
5.98,116.11,527671
-28.0815,153.4482,527660
27.1304,115,520248
-23.3,-51.18,520238
54.62,39.72,520173
30.32,112.23,520000
6.33,-75.57,519670
57.14,65.53,519119
52.62,39.64,515655
26.7204,88.455,515574
39.795,30.53,514869
5.55,95.32,513698
23.1904,75.79,513350
-24.7834,-65.4166,512686
53.18,45,512602
36.4203,2.83,511348
46.9677,31.9843,510840
32.6149,44.0245,510692
30.005,32.5499,508335
50.3304,18.67,507670
-0.3031,100.3615,506964
42.9,125.13,506548
6.12,102.23,505583
-23.2,-46.88,505548
55.9483,-3.2191,504966
19.32,-98.23,503878
40.2457,-111.6457,503695
34.0804,49.7,503647
14.47,75.92,503564
-33.03,-71.54,503534
22.6817,120.4817,503530
36.92,7.76,503524
20.71,77.01,503502
50.8303,-0.17,503008
46.3487,48.055,502533
53.8,-1.75,501700
41.1142,16.8728,500577
31.0504,30.47,500000
28.09,30.75,500000
24.9889,121.3111,500000
25.1333,121.7333,500000
-25.34,-57.52,500000
-7.6296,112.9,500000
23.4755,120.4351,500000
21.6,105.83,500000
6.2104,7.07,500000
46.6704,131.35,500000
29.0171,-110.1333,500000
34.7171,136.5167,500000
-8.5795,116.135,499409
0.033,-51.05,499166
42.2705,-71.8079,498997
26.08,-98.3,498654
39.0618,66.8315,498545
33.4017,-111.7181,496401
33.5833,36.4,496145
-2.52,32.93,493944
37.928,102.641,493092
27.955,-80.6628,489912
19.6158,37.2164,489725
-31.6239,-60.69,489505
54.2,37.6299,489486
29.0804,31.09,489450
42.8823,129.5128,488740
41.6639,-83.5822,488672
44.5004,11.34,488172
40.8321,-72.9518,487731
29.97,77.55,484873
33.572,-117.1909,483681
17.35,76.82,483615
22.8504,88.52,483129
37.6897,-97.3441,483057
7.4804,4.56,482365
-12.25,-38.97,481911
3.0667,101.55,481654
47.0962,37.5562,481626
41.5725,-93.6105,481222
16.75,-93.15,481128
34.33,62.17,481009
52.43,31,480951
23.0504,112.45,480000
-22.7499,-47.33,479472
20.9,74.77,479073
49.8304,18.25,478963
31.9201,54.37,477905
32.52,74.56,477396
55.34,86.09,477090
8.55,39.27,476892
40.5834,-74.1496,476015
28.6804,121.45,471500
41.5504,120.42,470296
-21.77,-43.375,470193
24.6,73.73,469737
33.798,-118.1675,469450
34.8362,-82.3649,467894
40.776,29.9306,466504
